-1.547213	1.547213	
-1.519236	1.532552	
-1.516137	1.542832	
-1.492930	1.532535	
-1.480136	1.532726	
-1.457212	1.522223	
-1.451561	1.529626	
-1.434026	1.524415	
-1.411402	1.513544	
-1.409156	1.524417	
-1.411234	1.540091	
-1.369141	1.507306	
-1.368914	1.520333	
-1.351706	1.514459	
-1.344290	1.519444	
-1.323597	1.509273	
-1.306968	1.503495	
-1.296257	1.504380	
-1.289726	1.510075	
-1.272780	1.503469	
-1.244983	1.483713	
-1.252642	1.506138	
-1.246408	1.512014	
-1.223545	1.497544	
-1.211366	1.495913	
-1.201961	1.497612	
-1.190497	1.496660	
-1.172434	1.487225	
-1.159420	1.483990	
-1.150020	1.485271	
-1.143382	1.490084	
-1.123686	1.477722	
-1.113593	1.477787	
-1.093540	1.464428	
-1.095902	1.481026	
-1.086839	1.482261	
-1.065267	1.466214	
-1.064865	1.479191	
-1.048291	1.469649	
-1.045245	1.478987	
-1.037502	1.481707	
-1.011721	1.458390	
-1.004006	1.460838	
-1.004207	1.474876	
-0.987613	1.464196	
-0.975998	1.460684	
-0.971050	1.467097	
-0.964059	1.470434	
-0.948614	1.460738	
-0.936692	1.456251	
-0.919674	1.443599	
-0.908265	1.439513	
-0.917492	1.468294	
-0.903620	1.460233	
-0.892323	1.456139	
-0.882122	1.453692	
-0.874298	1.455076	
-0.859484	1.444662	
-0.849462	1.442100	
-0.839902	1.440204	
-0.834225	1.444920	
-0.820147	1.434959	
-0.819639	1.448707	
-0.807574	1.442027	
-0.808100	1.457851	
-0.796527	1.451877	
-0.772038	1.421917	
-0.768430	1.430117	
-0.764769	1.438322	
-0.757853	1.440441	
-0.738498	1.418641	
-0.728120	1.413733	
-0.726394	1.425628	
-0.715463	1.419453	
-0.711235	1.426516	
-0.696839	1.413050	
-0.697821	1.430745	
-0.685833	1.421878	
-0.679286	1.424153	
-0.674115	1.429329	
-0.663058	1.421933	
-0.652523	1.415432	
-0.641771	1.408238	
-0.639267	1.419121	
-0.623759	1.400986	
-0.620621	1.410468	
-0.610545	1.404157	
-0.610562	1.421122	
-0.601339	1.416666	
-0.594263	1.417155	
-0.586749	1.416538	
-0.580037	1.417798	
-0.565742	1.400261	
-0.562999	1.411168	
-0.555081	1.409155	
-0.550533	1.415692	
-0.540322	1.407587	
-0.529867	1.398560	
-0.519669	1.389918	
-0.513804	1.392726	
-0.511854	1.406306	
-0.504864	1.406164	
-0.492802	1.391631	
-0.485578	1.390483	
-0.480506	1.395491	
-0.467739	1.377916	
-0.467809	1.398133	
-0.456706	1.385003	
-0.448359	1.379907	
-0.444831	1.389650	
-0.442549	1.403585	
-0.426468	1.373452	
-0.422802	1.382922	
-0.417775	1.388115	
-0.410300	1.385149	
-0.405011	1.389528	
-0.397254	1.385390	
-0.383942	1.361354	
-0.384933	1.388023	
-0.375669	1.377938	
-0.366752	1.368736	
-0.363449	1.380477	
-0.358161	1.384906	
-0.350576	1.380398	
-0.342927	1.375404	
-0.331893	1.356333	
-0.334555	1.393523	
-0.323411	1.373477	
-0.314637	1.362842	
-0.312031	1.378978	
-0.303173	1.367527	
-0.295398	1.360521	
-0.290995	1.369025	
-0.287945	1.384351	
-0.279169	1.372159	
-0.269927	1.357015	
-0.265803	1.367436	
-0.260195	1.370489	
-0.251059	1.354591	
-0.247847	1.370611	
-0.240763	1.365436	
-0.236596	1.376911	
-0.226686	1.354624	
-0.220118	1.351573	
-0.214933	1.357034	
-0.206562	1.342057	
-0.201769	1.350066	
-0.196621	1.356070	
-0.189512	1.348448	
-0.186852	1.372964	
-0.177539	1.348543	
-0.174170	1.369086	
-0.162062	1.319888	
-0.159323	1.346114	
-0.156730	1.375600	
-0.145699	1.330365	
-0.141183	1.343271	
-0.133887	1.329636	
-0.130062	1.350743	
-0.122172	1.329589	
-0.116098	1.327001	
-0.111975	1.347576	
-0.105234	1.337125	
-0.099046	1.332825	
-0.094332	1.349006	
-0.088250	1.346441	
-0.081749	1.336592	
-0.076956	1.355247	
-0.069419	1.324602	
-0.064265	1.337927	
-0.058624	1.342711	
-0.052762	1.342874	
-0.046176	1.322304	
-0.040705	1.332288	
-0.034705	1.325346	
-0.029090	1.333173	
-0.023258	1.332437	
-0.017561	1.341465	
-0.011471	1.314420	
-0.005759	1.319967	
-0.000000	1.332550	
0.005743	1.316087	
0.011505	1.318380	
0.017406	1.329666	
0.023530	1.348045	
0.028949	1.326714	
0.034719	1.325866	
0.040409	1.322593	
0.046659	1.336126	
0.051691	1.315625	
0.056954	1.304457	
0.063946	1.331285	
0.067947	1.296501	
0.073830	1.300195	
0.079862	1.305730	
0.086573	1.320846	
0.091734	1.311857	
0.097616	1.313588	
0.104642	1.329599	
0.110598	1.331003	
0.115130	1.315943	
0.120103	1.307074	
0.125316	1.301461	
0.131045	1.301409	
0.138681	1.319462	
0.142411	1.300345	
0.149817	1.314923	
0.154968	1.309321	
0.160798	1.309595	
0.165783	1.303157	
0.173104	1.314854	
0.175947	1.292832	
0.183846	1.308134	
0.188968	1.303292	
0.194125	1.298924	
0.199105	1.293607	
0.203867	1.287165	
0.207085	1.271547	
0.218972	1.308525	
0.220847	1.285254	
0.228464	1.295682	
0.230704	1.275809	
0.240088	1.295399	
0.246988	1.300922	
0.250307	1.287718	
0.255613	1.285054	
0.258140	1.268797	
0.265060	1.274326	
0.270797	1.273998	
0.277974	1.280270	
0.283389	1.278284	
0.290023	1.281717	
0.298454	1.292745	
0.301087	1.278670	
0.310200	1.292075	
0.310884	1.270477	
0.318304	1.276647	
0.327792	1.290686	
0.334505	1.293436	
0.342997	1.302795	
0.344260	1.284797	
0.348380	1.277842	
0.358220	1.291698	
0.359884	1.276052	
0.368720	1.285880	
0.372889	1.279324	
0.376008	1.269381	
0.385803	1.281882	
0.386960	1.265688	
0.390842	1.258716	
0.398501	1.263885	
0.402842	1.258477	
0.409497	1.260302	
0.417137	1.265009	
0.422161	1.261707	
0.428280	1.261671	
0.434845	1.262882	
0.434641	1.244621	
0.452886	1.278910	
0.453079	1.261929	
0.454428	1.248532	
0.466168	1.263603	
0.466602	1.247985	
0.478746	1.263630	
0.481116	1.253350	
0.491629	1.264222	
0.497973	1.264177	
0.493564	1.237128	
