-1.566227	1.566227	
-1.550578	1.564169	
-1.539764	1.566876	
-1.533792	1.574482	
-1.499003	1.552263	
-1.488378	1.554780	
-1.479680	1.559257	
-1.474329	1.567258	
-1.446334	1.551004	
-1.430634	1.547651	
-1.399458	1.527241	
-1.405637	1.547485	
-1.381159	1.533933	
-1.374014	1.539452	
-1.369496	1.547934	
-1.352608	1.542354	
-1.337258	1.538340	
-1.333634	1.547758	
-1.300890	1.523146	
-1.296771	1.531808	
-1.299897	1.549156	
-1.279319	1.538214	
-1.258493	1.526675	
-1.245107	1.523935	
-1.227716	1.516103	
-1.207137	1.504062	
-1.216325	1.529130	
-1.188858	1.508060	
-1.181756	1.512579	
-1.166305	1.506303	
-1.159252	1.510767	
-1.150161	1.512539	
-1.126417	1.494806	
-1.134932	1.519858	
-1.111944	1.502706	
-1.095620	1.494237	
-1.087179	1.496374	
-1.074856	1.493069	
-1.064725	1.492689	
-1.060204	1.500154	
-1.047678	1.496239	
-1.028952	1.483229	
-1.020075	1.484218	
-1.019594	1.497475	
-1.002012	1.485544	
-1.004215	1.502915	
-0.987603	1.492105	
-0.986259	1.504295	
-0.963771	1.484078	
-0.956216	1.486604	
-0.943649	1.481232	
-0.933591	1.479652	
-0.924492	1.479496	
-0.910161	1.470803	
-0.906822	1.479800	
-0.898152	1.480109	
-0.882080	1.468028	
-0.874357	1.469662	
-0.871220	1.479038	
-0.854567	1.465350	
-0.855615	1.481969	
-0.838368	1.466839	
-0.824337	1.457010	
-0.823913	1.471203	
-0.812759	1.466256	
-0.799341	1.457006	
-0.786825	1.449152	
-0.781872	1.455135	
-0.774769	1.457128	
-0.761680	1.447716	
-0.765510	1.470531	
-0.754549	1.465047	
-0.738043	1.448491	
-0.731149	1.450573	
-0.725995	1.456121	
-0.708219	1.436126	
-0.714826	1.465610	
-0.699001	1.449178	
-0.694259	1.455545	
-0.684660	1.451687	
-0.678801	1.455693	
-0.667109	1.447072	
-0.661087	1.450624	
-0.645367	1.432661	
-0.642225	1.442461	
-0.641177	1.457185	
-0.625422	1.438372	
-0.619819	1.442668	
-0.604864	1.424969	
-0.598741	1.427835	
-0.591292	1.427505	
-0.591483	1.445778	
-0.573961	1.420603	
-0.568817	1.425751	
-0.566585	1.438360	
-0.552812	1.421554	
-0.546185	1.422861	
-0.536085	1.414972	
-0.533667	1.427357	
-0.529815	1.436127	
-0.514248	1.412884	
-0.510663	1.422315	
-0.500126	1.412313	
-0.495535	1.418994	
-0.485191	1.409097	
-0.476846	1.404742	
-0.476458	1.423984	
-0.466670	1.415223	
-0.460636	1.417692	
-0.455257	1.422222	
-0.443592	1.406895	
-0.436405	1.405455	
-0.427512	1.398328	
-0.424357	1.409986	
-0.418676	1.413425	
-0.414276	1.421315	
-0.407695	1.421802	
-0.401213	1.422595	
-0.387271	1.396455	
-0.382721	1.403804	
-0.374276	1.396816	
-0.369891	1.404944	
-0.363124	1.404095	
-0.356829	1.405017	
-0.348907	1.399390	
-0.344283	1.406970	
